uitkomstmaat,model,ggd_regio,b,ll,ul,referentie_regio,beta_referentie_regio,goedkoper_dan_ref_regio,duurder_dan_ref_regio,verschil,se,t,pvalue,type_uitkomstmaat
TotaleZorgkosten,1,GGD Haaglanden,2423.46,2266.766,2580.155,GGD Rotterdam-Rijnmond,2431.591,False,False,0.0,7994738.0,30.31,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Midden,2176.896,2058.449,2295.342,GGD Rotterdam-Rijnmond,2431.591,True,False,-254.6949999999997,6043286.0,36.02,0.0,Kosten
TotaleZorgkosten,1,GGD Rotterdam-Rijnmond,2431.591,2307.563,2555.619,GGD Rotterdam-Rijnmond,2431.591,False,False,0.0,6328044.0,38.43,0.0,Kosten
TotaleZorgkosten,1,Dienst Gezondheid & Jeugd ZHZ,2102.92,1949.862,2255.979,GGD Rotterdam-Rijnmond,2431.591,True,False,-328.6709999999998,7809236.0,26.93,0.0,Kosten
TotaleZorgkosten,1,GGD Zeeland,2462.899,2293.216,2632.582,GGD Rotterdam-Rijnmond,2431.591,False,False,0.0,8657435.0,28.45,0.0,Kosten
TotaleZorgkosten,1,GGD West-Brabant,2396.331,2249.242,2543.419,GGD Rotterdam-Rijnmond,2431.591,False,False,0.0,7504632.0,31.93,0.0,Kosten
TotaleZorgkosten,1,GGD Hart voor Brabant,2290.382,2071.342,2509.422,GGD Rotterdam-Rijnmond,2431.591,False,False,0.0,1117566.0,20.49,0.0,Kosten
TotaleZorgkosten,1,GGD Brabant-Zuidoost,2351.282,2225.911,2476.653,GGD Rotterdam-Rijnmond,2431.591,False,False,0.0,6396553.0,36.76,0.0,Kosten
TotaleZorgkosten,1,GGD Limburg-Noord,2522.562,2348.413,2696.71,GGD Rotterdam-Rijnmond,2431.591,False,False,0.0,8885257.0,28.39,0.0,Kosten
TotaleZorgkosten,1,GGD Zuid-Limburg,2705.002,2592.874,2817.13,GGD Rotterdam-Rijnmond,2431.591,False,True,273.41100000000006,5720915.0,47.28,0.0,Kosten
TotaleZorgkosten,1,GGD Flevoland,2101.431,1875.027,2327.835,GGD Rotterdam-Rijnmond,2431.591,False,False,0.0,1155139.0,18.19,0.0,Kosten
TotaleZorgkosten,1,GGD Groningen,2200.809,2054.313,2347.304,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,7474382.0,29.44,0.0,Kosten
TotaleZorgkosten,1,GGD Fryslân,2286.235,2132.77,2439.7,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,7829961.0,29.2,0.0,Kosten
TotaleZorgkosten,1,GGD Drenthe,2308.475,2081.192,2535.759,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,1159627.0,19.91,0.0,Kosten
TotaleZorgkosten,1,GGD IJsselland,2271.218,2111.888,2430.548,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,8129178.0,27.94,0.0,Kosten
TotaleZorgkosten,1,GGD Regio Twente,2415.586,2167.587,2663.584,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,1265318.0,19.09,0.0,Kosten
TotaleZorgkosten,1,GGD Noord- en Oost-Gelderland,2273.445,2156.378,2390.513,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,5972903.0,38.06,0.0,Kosten
TotaleZorgkosten,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,2229.307,2069.131,2389.482,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,8172332.0,27.28,0.0,Kosten
TotaleZorgkosten,1,GGD Gelderland-Zuid,2355.923,2139.71,2572.137,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,1103147.0,21.36,0.0,Kosten
TotaleZorgkosten,1,GGD Regio Utrecht,2133.688,2034.828,2232.548,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,5043933.0,42.3,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Noorden,2091.365,1970.997,2211.734,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,614134.0,34.05,0.0,Kosten
TotaleZorgkosten,1,GGD Zaanstreek/Waterland,2333.326,2195.836,2470.816,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,7014914.0,33.26,0.0,Kosten
TotaleZorgkosten,1,GGD Kennemerland,2211.296,2076.582,2346.009,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,6873218.0,32.17,0.0,Kosten
TotaleZorgkosten,1,GGD Amsterdam,2326.613,2137.539,2515.686,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,9646747.0,24.12,0.0,Kosten
TotaleZorgkosten,1,GGD Gooi en Vechtstreek,2310.381,2100.845,2519.918,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,1069081.0,21.61,0.0,Kosten
TotaleZorgkosten,1,GGD Haaglanden,2423.46,2266.766,2580.155,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,True,320.53999999999996,7994738.0,30.31,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Midden,2176.896,2058.449,2295.342,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,6043286.0,36.02,0.0,Kosten
TotaleZorgkosten,1,GGD Rotterdam-Rijnmond,2431.591,2307.563,2555.619,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,True,328.6709999999998,6328044.0,38.43,0.0,Kosten
TotaleZorgkosten,1,Dienst Gezondheid & Jeugd ZHZ,2102.92,1949.862,2255.979,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,7809236.0,26.93,0.0,Kosten
TotaleZorgkosten,1,GGD Zeeland,2462.899,2293.216,2632.582,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,True,359.9789999999998,8657435.0,28.45,0.0,Kosten
TotaleZorgkosten,1,GGD West-Brabant,2396.331,2249.242,2543.419,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,7504632.0,31.93,0.0,Kosten
TotaleZorgkosten,1,GGD Hart voor Brabant,2290.382,2071.342,2509.422,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,1117566.0,20.49,0.0,Kosten
TotaleZorgkosten,1,GGD Brabant-Zuidoost,2351.282,2225.911,2476.653,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,6396553.0,36.76,0.0,Kosten
TotaleZorgkosten,1,GGD Limburg-Noord,2522.562,2348.413,2696.71,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,True,419.6419999999998,8885257.0,28.39,0.0,Kosten
TotaleZorgkosten,1,GGD Zuid-Limburg,2705.002,2592.874,2817.13,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,True,602.0819999999999,5720915.0,47.28,0.0,Kosten
TotaleZorgkosten,1,GGD Flevoland,2101.431,1875.027,2327.835,Dienst Gezondheid & Jeugd ZHZ,2102.92,False,False,0.0,1155139.0,18.19,0.0,Kosten
TotaleZorgkosten,1,GGD Groningen,2200.809,2054.313,2347.304,GGD Zeeland,2462.899,False,False,0.0,7474382.0,29.44,0.0,Kosten
TotaleZorgkosten,1,GGD Fryslân,2286.235,2132.77,2439.7,GGD Zeeland,2462.899,False,False,0.0,7829961.0,29.2,0.0,Kosten
TotaleZorgkosten,1,GGD Drenthe,2308.475,2081.192,2535.759,GGD Zeeland,2462.899,False,False,0.0,1159627.0,19.91,0.0,Kosten
TotaleZorgkosten,1,GGD IJsselland,2271.218,2111.888,2430.548,GGD Zeeland,2462.899,False,False,0.0,8129178.0,27.94,0.0,Kosten
TotaleZorgkosten,1,GGD Regio Twente,2415.586,2167.587,2663.584,GGD Zeeland,2462.899,False,False,0.0,1265318.0,19.09,0.0,Kosten
TotaleZorgkosten,1,GGD Noord- en Oost-Gelderland,2273.445,2156.378,2390.513,GGD Zeeland,2462.899,False,False,0.0,5972903.0,38.06,0.0,Kosten
TotaleZorgkosten,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,2229.307,2069.131,2389.482,GGD Zeeland,2462.899,False,False,0.0,8172332.0,27.28,0.0,Kosten
TotaleZorgkosten,1,GGD Gelderland-Zuid,2355.923,2139.71,2572.137,GGD Zeeland,2462.899,False,False,0.0,1103147.0,21.36,0.0,Kosten
TotaleZorgkosten,1,GGD Regio Utrecht,2133.688,2034.828,2232.548,GGD Zeeland,2462.899,True,False,-329.2109999999998,5043933.0,42.3,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Noorden,2091.365,1970.997,2211.734,GGD Zeeland,2462.899,True,False,-371.5340000000001,614134.0,34.05,0.0,Kosten
TotaleZorgkosten,1,GGD Zaanstreek/Waterland,2333.326,2195.836,2470.816,GGD Zeeland,2462.899,False,False,0.0,7014914.0,33.26,0.0,Kosten
TotaleZorgkosten,1,GGD Kennemerland,2211.296,2076.582,2346.009,GGD Zeeland,2462.899,False,False,0.0,6873218.0,32.17,0.0,Kosten
TotaleZorgkosten,1,GGD Amsterdam,2326.613,2137.539,2515.686,GGD Zeeland,2462.899,False,False,0.0,9646747.0,24.12,0.0,Kosten
TotaleZorgkosten,1,GGD Gooi en Vechtstreek,2310.381,2100.845,2519.918,GGD Zeeland,2462.899,False,False,0.0,1069081.0,21.61,0.0,Kosten
TotaleZorgkosten,1,GGD Haaglanden,2423.46,2266.766,2580.155,GGD Zeeland,2462.899,False,False,0.0,7994738.0,30.31,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Midden,2176.896,2058.449,2295.342,GGD Zeeland,2462.899,False,False,0.0,6043286.0,36.02,0.0,Kosten
TotaleZorgkosten,1,GGD Rotterdam-Rijnmond,2431.591,2307.563,2555.619,GGD Zeeland,2462.899,False,False,0.0,6328044.0,38.43,0.0,Kosten
TotaleZorgkosten,1,Dienst Gezondheid & Jeugd ZHZ,2102.92,1949.862,2255.979,GGD Zeeland,2462.899,True,False,-359.9789999999998,7809236.0,26.93,0.0,Kosten
TotaleZorgkosten,1,GGD Zeeland,2462.899,2293.216,2632.582,GGD Zeeland,2462.899,False,False,0.0,8657435.0,28.45,0.0,Kosten
TotaleZorgkosten,1,GGD West-Brabant,2396.331,2249.242,2543.419,GGD Zeeland,2462.899,False,False,0.0,7504632.0,31.93,0.0,Kosten
TotaleZorgkosten,1,GGD Hart voor Brabant,2290.382,2071.342,2509.422,GGD Zeeland,2462.899,False,False,0.0,1117566.0,20.49,0.0,Kosten
TotaleZorgkosten,1,GGD Brabant-Zuidoost,2351.282,2225.911,2476.653,GGD Zeeland,2462.899,False,False,0.0,6396553.0,36.76,0.0,Kosten
TotaleZorgkosten,1,GGD Limburg-Noord,2522.562,2348.413,2696.71,GGD Zeeland,2462.899,False,False,0.0,8885257.0,28.39,0.0,Kosten
TotaleZorgkosten,1,GGD Zuid-Limburg,2705.002,2592.874,2817.13,GGD Zeeland,2462.899,False,False,0.0,5720915.0,47.28,0.0,Kosten
TotaleZorgkosten,1,GGD Flevoland,2101.431,1875.027,2327.835,GGD Zeeland,2462.899,False,False,0.0,1155139.0,18.19,0.0,Kosten
TotaleZorgkosten,1,GGD Groningen,2200.809,2054.313,2347.304,GGD West-Brabant,2396.331,False,False,0.0,7474382.0,29.44,0.0,Kosten
TotaleZorgkosten,1,GGD Fryslân,2286.235,2132.77,2439.7,GGD West-Brabant,2396.331,False,False,0.0,7829961.0,29.2,0.0,Kosten
TotaleZorgkosten,1,GGD Drenthe,2308.475,2081.192,2535.759,GGD West-Brabant,2396.331,False,False,0.0,1159627.0,19.91,0.0,Kosten
TotaleZorgkosten,1,GGD IJsselland,2271.218,2111.888,2430.548,GGD West-Brabant,2396.331,False,False,0.0,8129178.0,27.94,0.0,Kosten
TotaleZorgkosten,1,GGD Regio Twente,2415.586,2167.587,2663.584,GGD West-Brabant,2396.331,False,False,0.0,1265318.0,19.09,0.0,Kosten
TotaleZorgkosten,1,GGD Noord- en Oost-Gelderland,2273.445,2156.378,2390.513,GGD West-Brabant,2396.331,False,False,0.0,5972903.0,38.06,0.0,Kosten
TotaleZorgkosten,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,2229.307,2069.131,2389.482,GGD West-Brabant,2396.331,False,False,0.0,8172332.0,27.28,0.0,Kosten
TotaleZorgkosten,1,GGD Gelderland-Zuid,2355.923,2139.71,2572.137,GGD West-Brabant,2396.331,False,False,0.0,1103147.0,21.36,0.0,Kosten
TotaleZorgkosten,1,GGD Regio Utrecht,2133.688,2034.828,2232.548,GGD West-Brabant,2396.331,True,False,-262.64300000000003,5043933.0,42.3,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Noorden,2091.365,1970.997,2211.734,GGD West-Brabant,2396.331,True,False,-304.96600000000035,614134.0,34.05,0.0,Kosten
TotaleZorgkosten,1,GGD Zaanstreek/Waterland,2333.326,2195.836,2470.816,GGD West-Brabant,2396.331,False,False,0.0,7014914.0,33.26,0.0,Kosten
TotaleZorgkosten,1,GGD Kennemerland,2211.296,2076.582,2346.009,GGD West-Brabant,2396.331,False,False,0.0,6873218.0,32.17,0.0,Kosten
TotaleZorgkosten,1,GGD Amsterdam,2326.613,2137.539,2515.686,GGD West-Brabant,2396.331,False,False,0.0,9646747.0,24.12,0.0,Kosten
TotaleZorgkosten,1,GGD Gooi en Vechtstreek,2310.381,2100.845,2519.918,GGD West-Brabant,2396.331,False,False,0.0,1069081.0,21.61,0.0,Kosten
TotaleZorgkosten,1,GGD Haaglanden,2423.46,2266.766,2580.155,GGD West-Brabant,2396.331,False,False,0.0,7994738.0,30.31,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Midden,2176.896,2058.449,2295.342,GGD West-Brabant,2396.331,False,False,0.0,6043286.0,36.02,0.0,Kosten
TotaleZorgkosten,1,GGD Rotterdam-Rijnmond,2431.591,2307.563,2555.619,GGD West-Brabant,2396.331,False,False,0.0,6328044.0,38.43,0.0,Kosten
TotaleZorgkosten,1,Dienst Gezondheid & Jeugd ZHZ,2102.92,1949.862,2255.979,GGD West-Brabant,2396.331,False,False,0.0,7809236.0,26.93,0.0,Kosten
TotaleZorgkosten,1,GGD Zeeland,2462.899,2293.216,2632.582,GGD West-Brabant,2396.331,False,False,0.0,8657435.0,28.45,0.0,Kosten
TotaleZorgkosten,1,GGD West-Brabant,2396.331,2249.242,2543.419,GGD West-Brabant,2396.331,False,False,0.0,7504632.0,31.93,0.0,Kosten
TotaleZorgkosten,1,GGD Hart voor Brabant,2290.382,2071.342,2509.422,GGD West-Brabant,2396.331,False,False,0.0,1117566.0,20.49,0.0,Kosten
TotaleZorgkosten,1,GGD Brabant-Zuidoost,2351.282,2225.911,2476.653,GGD West-Brabant,2396.331,False,False,0.0,6396553.0,36.76,0.0,Kosten
TotaleZorgkosten,1,GGD Limburg-Noord,2522.562,2348.413,2696.71,GGD West-Brabant,2396.331,False,False,0.0,8885257.0,28.39,0.0,Kosten
TotaleZorgkosten,1,GGD Zuid-Limburg,2705.002,2592.874,2817.13,GGD West-Brabant,2396.331,False,True,308.6709999999998,5720915.0,47.28,0.0,Kosten
TotaleZorgkosten,1,GGD Flevoland,2101.431,1875.027,2327.835,GGD West-Brabant,2396.331,False,False,0.0,1155139.0,18.19,0.0,Kosten
TotaleZorgkosten,1,GGD Groningen,2200.809,2054.313,2347.304,GGD Hart voor Brabant,2290.382,False,False,0.0,7474382.0,29.44,0.0,Kosten
TotaleZorgkosten,1,GGD Fryslân,2286.235,2132.77,2439.7,GGD Hart voor Brabant,2290.382,False,False,0.0,7829961.0,29.2,0.0,Kosten
TotaleZorgkosten,1,GGD Drenthe,2308.475,2081.192,2535.759,GGD Hart voor Brabant,2290.382,False,False,0.0,1159627.0,19.91,0.0,Kosten
TotaleZorgkosten,1,GGD IJsselland,2271.218,2111.888,2430.548,GGD Hart voor Brabant,2290.382,False,False,0.0,8129178.0,27.94,0.0,Kosten
TotaleZorgkosten,1,GGD Regio Twente,2415.586,2167.587,2663.584,GGD Hart voor Brabant,2290.382,False,False,0.0,1265318.0,19.09,0.0,Kosten
TotaleZorgkosten,1,GGD Noord- en Oost-Gelderland,2273.445,2156.378,2390.513,GGD Hart voor Brabant,2290.382,False,False,0.0,5972903.0,38.06,0.0,Kosten
TotaleZorgkosten,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,2229.307,2069.131,2389.482,GGD Hart voor Brabant,2290.382,False,False,0.0,8172332.0,27.28,0.0,Kosten
TotaleZorgkosten,1,GGD Gelderland-Zuid,2355.923,2139.71,2572.137,GGD Hart voor Brabant,2290.382,False,False,0.0,1103147.0,21.36,0.0,Kosten
TotaleZorgkosten,1,GGD Regio Utrecht,2133.688,2034.828,2232.548,GGD Hart voor Brabant,2290.382,False,False,0.0,5043933.0,42.3,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Noorden,2091.365,1970.997,2211.734,GGD Hart voor Brabant,2290.382,False,False,0.0,614134.0,34.05,0.0,Kosten
TotaleZorgkosten,1,GGD Zaanstreek/Waterland,2333.326,2195.836,2470.816,GGD Hart voor Brabant,2290.382,False,False,0.0,7014914.0,33.26,0.0,Kosten
TotaleZorgkosten,1,GGD Kennemerland,2211.296,2076.582,2346.009,GGD Hart voor Brabant,2290.382,False,False,0.0,6873218.0,32.17,0.0,Kosten
TotaleZorgkosten,1,GGD Amsterdam,2326.613,2137.539,2515.686,GGD Hart voor Brabant,2290.382,False,False,0.0,9646747.0,24.12,0.0,Kosten
TotaleZorgkosten,1,GGD Gooi en Vechtstreek,2310.381,2100.845,2519.918,GGD Hart voor Brabant,2290.382,False,False,0.0,1069081.0,21.61,0.0,Kosten
TotaleZorgkosten,1,GGD Haaglanden,2423.46,2266.766,2580.155,GGD Hart voor Brabant,2290.382,False,False,0.0,7994738.0,30.31,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Midden,2176.896,2058.449,2295.342,GGD Hart voor Brabant,2290.382,False,False,0.0,6043286.0,36.02,0.0,Kosten
TotaleZorgkosten,1,GGD Rotterdam-Rijnmond,2431.591,2307.563,2555.619,GGD Hart voor Brabant,2290.382,False,False,0.0,6328044.0,38.43,0.0,Kosten
TotaleZorgkosten,1,Dienst Gezondheid & Jeugd ZHZ,2102.92,1949.862,2255.979,GGD Hart voor Brabant,2290.382,False,False,0.0,7809236.0,26.93,0.0,Kosten
TotaleZorgkosten,1,GGD Zeeland,2462.899,2293.216,2632.582,GGD Hart voor Brabant,2290.382,False,False,0.0,8657435.0,28.45,0.0,Kosten
TotaleZorgkosten,1,GGD West-Brabant,2396.331,2249.242,2543.419,GGD Hart voor Brabant,2290.382,False,False,0.0,7504632.0,31.93,0.0,Kosten
TotaleZorgkosten,1,GGD Hart voor Brabant,2290.382,2071.342,2509.422,GGD Hart voor Brabant,2290.382,False,False,0.0,1117566.0,20.49,0.0,Kosten
TotaleZorgkosten,1,GGD Brabant-Zuidoost,2351.282,2225.911,2476.653,GGD Hart voor Brabant,2290.382,False,False,0.0,6396553.0,36.76,0.0,Kosten
TotaleZorgkosten,1,GGD Limburg-Noord,2522.562,2348.413,2696.71,GGD Hart voor Brabant,2290.382,False,False,0.0,8885257.0,28.39,0.0,Kosten
TotaleZorgkosten,1,GGD Zuid-Limburg,2705.002,2592.874,2817.13,GGD Hart voor Brabant,2290.382,False,True,414.6199999999999,5720915.0,47.28,0.0,Kosten
TotaleZorgkosten,1,GGD Flevoland,2101.431,1875.027,2327.835,GGD Hart voor Brabant,2290.382,False,False,0.0,1155139.0,18.19,0.0,Kosten
TotaleZorgkosten,1,GGD Groningen,2200.809,2054.313,2347.304,GGD Brabant-Zuidoost,2351.282,False,False,0.0,7474382.0,29.44,0.0,Kosten
TotaleZorgkosten,1,GGD Fryslân,2286.235,2132.77,2439.7,GGD Brabant-Zuidoost,2351.282,False,False,0.0,7829961.0,29.2,0.0,Kosten
TotaleZorgkosten,1,GGD Drenthe,2308.475,2081.192,2535.759,GGD Brabant-Zuidoost,2351.282,False,False,0.0,1159627.0,19.91,0.0,Kosten
TotaleZorgkosten,1,GGD IJsselland,2271.218,2111.888,2430.548,GGD Brabant-Zuidoost,2351.282,False,False,0.0,8129178.0,27.94,0.0,Kosten
TotaleZorgkosten,1,GGD Regio Twente,2415.586,2167.587,2663.584,GGD Brabant-Zuidoost,2351.282,False,False,0.0,1265318.0,19.09,0.0,Kosten
TotaleZorgkosten,1,GGD Noord- en Oost-Gelderland,2273.445,2156.378,2390.513,GGD Brabant-Zuidoost,2351.282,False,False,0.0,5972903.0,38.06,0.0,Kosten
TotaleZorgkosten,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,2229.307,2069.131,2389.482,GGD Brabant-Zuidoost,2351.282,False,False,0.0,8172332.0,27.28,0.0,Kosten
TotaleZorgkosten,1,GGD Gelderland-Zuid,2355.923,2139.71,2572.137,GGD Brabant-Zuidoost,2351.282,False,False,0.0,1103147.0,21.36,0.0,Kosten
TotaleZorgkosten,1,GGD Regio Utrecht,2133.688,2034.828,2232.548,GGD Brabant-Zuidoost,2351.282,False,False,0.0,5043933.0,42.3,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Noorden,2091.365,1970.997,2211.734,GGD Brabant-Zuidoost,2351.282,True,False,-259.91700000000037,614134.0,34.05,0.0,Kosten
TotaleZorgkosten,1,GGD Zaanstreek/Waterland,2333.326,2195.836,2470.816,GGD Brabant-Zuidoost,2351.282,False,False,0.0,7014914.0,33.26,0.0,Kosten
TotaleZorgkosten,1,GGD Kennemerland,2211.296,2076.582,2346.009,GGD Brabant-Zuidoost,2351.282,False,False,0.0,6873218.0,32.17,0.0,Kosten
TotaleZorgkosten,1,GGD Amsterdam,2326.613,2137.539,2515.686,GGD Brabant-Zuidoost,2351.282,False,False,0.0,9646747.0,24.12,0.0,Kosten
TotaleZorgkosten,1,GGD Gooi en Vechtstreek,2310.381,2100.845,2519.918,GGD Brabant-Zuidoost,2351.282,False,False,0.0,1069081.0,21.61,0.0,Kosten
TotaleZorgkosten,1,GGD Haaglanden,2423.46,2266.766,2580.155,GGD Brabant-Zuidoost,2351.282,False,False,0.0,7994738.0,30.31,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Midden,2176.896,2058.449,2295.342,GGD Brabant-Zuidoost,2351.282,False,False,0.0,6043286.0,36.02,0.0,Kosten
TotaleZorgkosten,1,GGD Rotterdam-Rijnmond,2431.591,2307.563,2555.619,GGD Brabant-Zuidoost,2351.282,False,False,0.0,6328044.0,38.43,0.0,Kosten
TotaleZorgkosten,1,Dienst Gezondheid & Jeugd ZHZ,2102.92,1949.862,2255.979,GGD Brabant-Zuidoost,2351.282,False,False,0.0,7809236.0,26.93,0.0,Kosten
TotaleZorgkosten,1,GGD Zeeland,2462.899,2293.216,2632.582,GGD Brabant-Zuidoost,2351.282,False,False,0.0,8657435.0,28.45,0.0,Kosten
TotaleZorgkosten,1,GGD West-Brabant,2396.331,2249.242,2543.419,GGD Brabant-Zuidoost,2351.282,False,False,0.0,7504632.0,31.93,0.0,Kosten
TotaleZorgkosten,1,GGD Hart voor Brabant,2290.382,2071.342,2509.422,GGD Brabant-Zuidoost,2351.282,False,False,0.0,1117566.0,20.49,0.0,Kosten
TotaleZorgkosten,1,GGD Brabant-Zuidoost,2351.282,2225.911,2476.653,GGD Brabant-Zuidoost,2351.282,False,False,0.0,6396553.0,36.76,0.0,Kosten
TotaleZorgkosten,1,GGD Limburg-Noord,2522.562,2348.413,2696.71,GGD Brabant-Zuidoost,2351.282,False,False,0.0,8885257.0,28.39,0.0,Kosten
TotaleZorgkosten,1,GGD Zuid-Limburg,2705.002,2592.874,2817.13,GGD Brabant-Zuidoost,2351.282,False,True,353.7199999999998,5720915.0,47.28,0.0,Kosten
TotaleZorgkosten,1,GGD Flevoland,2101.431,1875.027,2327.835,GGD Brabant-Zuidoost,2351.282,False,False,0.0,1155139.0,18.19,0.0,Kosten
TotaleZorgkosten,1,GGD Groningen,2200.809,2054.313,2347.304,GGD Limburg-Noord,2522.562,True,False,-321.7529999999997,7474382.0,29.44,0.0,Kosten
TotaleZorgkosten,1,GGD Fryslân,2286.235,2132.77,2439.7,GGD Limburg-Noord,2522.562,False,False,0.0,7829961.0,29.2,0.0,Kosten
TotaleZorgkosten,1,GGD Drenthe,2308.475,2081.192,2535.759,GGD Limburg-Noord,2522.562,False,False,0.0,1159627.0,19.91,0.0,Kosten
TotaleZorgkosten,1,GGD IJsselland,2271.218,2111.888,2430.548,GGD Limburg-Noord,2522.562,False,False,0.0,8129178.0,27.94,0.0,Kosten
TotaleZorgkosten,1,GGD Regio Twente,2415.586,2167.587,2663.584,GGD Limburg-Noord,2522.562,False,False,0.0,1265318.0,19.09,0.0,Kosten
TotaleZorgkosten,1,GGD Noord- en Oost-Gelderland,2273.445,2156.378,2390.513,GGD Limburg-Noord,2522.562,False,False,0.0,5972903.0,38.06,0.0,Kosten
TotaleZorgkosten,1,Veiligheids- en Gezondheidsregio Gelderland-Midden,2229.307,2069.131,2389.482,GGD Limburg-Noord,2522.562,False,False,0.0,8172332.0,27.28,0.0,Kosten
TotaleZorgkosten,1,GGD Gelderland-Zuid,2355.923,2139.71,2572.137,GGD Limburg-Noord,2522.562,False,False,0.0,1103147.0,21.36,0.0,Kosten
TotaleZorgkosten,1,GGD Regio Utrecht,2133.688,2034.828,2232.548,GGD Limburg-Noord,2522.562,True,False,-388.8739999999998,5043933.0,42.3,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Noorden,2091.365,1970.997,2211.734,GGD Limburg-Noord,2522.562,True,False,-431.1970000000001,614134.0,34.05,0.0,Kosten
TotaleZorgkosten,1,GGD Zaanstreek/Waterland,2333.326,2195.836,2470.816,GGD Limburg-Noord,2522.562,False,False,0.0,7014914.0,33.26,0.0,Kosten
TotaleZorgkosten,1,GGD Kennemerland,2211.296,2076.582,2346.009,GGD Limburg-Noord,2522.562,True,False,-311.2660000000001,6873218.0,32.17,0.0,Kosten
TotaleZorgkosten,1,GGD Amsterdam,2326.613,2137.539,2515.686,GGD Limburg-Noord,2522.562,False,False,0.0,9646747.0,24.12,0.0,Kosten
TotaleZorgkosten,1,GGD Gooi en Vechtstreek,2310.381,2100.845,2519.918,GGD Limburg-Noord,2522.562,False,False,0.0,1069081.0,21.61,0.0,Kosten
TotaleZorgkosten,1,GGD Haaglanden,2423.46,2266.766,2580.155,GGD Limburg-Noord,2522.562,False,False,0.0,7994738.0,30.31,0.0,Kosten
TotaleZorgkosten,1,GGD Hollands-Midden,2176.896,2058.449,2295.342,GGD Limburg-Noord,2522.562,True,False,-345.6659999999997,6043286.0,36.02,0.0,Kosten
TotaleZorgkosten,1,GGD Rotterdam-Rijnmond,2431.591,2307.563,2555.619,GGD Limburg-Noord,2522.562,False,False,0.0,6328044.0,38.43,0.0,Kosten
TotaleZorgkosten,1,Dienst Gezondheid & Jeugd ZHZ,2102.92,1949.862,2255.979,GGD Limburg-Noord,2522.562,True,False,-419.6419999999998,7809236.0,26.93,0.0,Kosten
TotaleZorgkosten,1,GGD Zeeland,2462.899,2293.216,2632.582,GGD Limburg-Noord,2522.562,False,False,0.0,8657435.0,28.45,0.0,Kosten
TotaleZorgkosten,1,GGD West-Brabant,2396.331,2249.242,2543.419,GGD Limburg-Noord,2522.562,False,False,0.0,7504632.0,31.93,0.0,Kosten
TotaleZorgkosten,1,GGD Hart voor Brabant,2290.382,2071.342,2509.422,GGD Limburg-Noord,2522.562,False,False,0.0,1117566.0,20.49,0.0,Kosten
TotaleZorgkosten,1,GGD Brabant-Zuidoost,2351.282,2225.911,2476.653,GGD Limburg-Noord,2522.562,False,False,0.0,6396553.0,36.76,0.0,Kosten
TotaleZorgkosten,1,GGD Limburg-Noord,2522.562,2348.413,2696.71,GGD Limburg-Noord,2522.562,False,False,0.0,8885257.0,28.39,0.0,Kosten
